iter	Logloss
197	0.03259813398
198	0.03254990584
199	0.0323712478
200	0.03229445957
201	0.03214375736
202	0.03199526526
203	0.03193510158
204	0.03179538208
205	0.03169344509
206	0.03151446318
207	0.03137144702
208	0.03124514075
209	0.03114691944
210	0.03104521588
211	0.0309407588
212	0.03085508487
213	0.0307946189
214	0.03056132604
215	0.03048184605
216	0.03037755662
217	0.03029496867
218	0.03022067409
219	0.03008940542
220	0.0299331951
221	0.02982733889
222	0.02964930946
223	0.02950243204
224	0.02940897155
225	0.02928634082
226	0.02918178357
227	0.02905328092
228	0.02900066729
229	0.02887701315
230	0.02874265951
231	0.02862177309
232	0.0285104624
233	0.02844230131
234	0.02834723012
235	0.02825356072
236	0.02813646388
237	0.02806840294
238	0.02799529107
239	0.0279520694
240	0.02774995964
241	0.02764205075
242	0.02759212703
243	0.0275031293
244	0.02740298358
245	0.02737385013
246	0.02735713149
247	0.02724386249
248	0.02720381158
249	0.02711662559
250	0.02708550981
251	0.02702122639
252	0.02685105738
253	0.02678434377
254	0.02670094319
255	0.02664454039
256	0.02655594855
257	0.02648589874
258	0.02641325642
259	0.02629206484
260	0.02615824829
261	0.02613183496
262	0.02608722115
263	0.02607097471
264	0.02603695124
265	0.0260074266
266	0.02590061368
267	0.02583120894
268	0.02570992181
269	0.02566514291
270	0.02564524594
271	0.02561343409
272	0.02557961471
273	0.02543177515
274	0.0254045453
275	0.02532875391
276	0.0253072051
277	0.02524719892
278	0.02513392515
279	0.02509814073
280	0.02497329375
281	0.02487188403
282	0.02479517675
283	0.02473329307
284	0.02472092201
285	0.0245862434
286	0.02453448159
287	0.02446182993
288	0.02441472096
289	0.02437414998
290	0.02431286087
291	0.02422706442
292	0.02413087853
293	0.02403482435
294	0.02396387203
295	0.0238901025
296	0.02376621714
297	0.0236847813
298	0.02357648106
299	0.02354647909
300	0.02343978458
301	0.02336608771
302	0.02328447999
303	0.02319778445
304	0.02317119478
305	0.0230981684
306	0.02304469466
307	0.02303076868
308	0.02301737995
309	0.0230018682
310	0.02296023819
311	0.02290082845
312	0.02283014713
313	0.02277717733
314	0.02266878966
315	0.02262448724
316	0.02260879013
317	0.02250682488
318	0.02243900021
319	0.02240943225
320	0.02231262065
321	0.02222743344
322	0.02220843382
323	0.02219651127
324	0.02212451819
325	0.02205626746
326	0.02201125825
327	0.02196249967
328	0.02188233366
329	0.02177986688
330	0.02176443397
331	0.02164420273
332	0.02163230065
333	0.0215565803
334	0.0215166648
335	0.02143232619
336	0.02138174119
337	0.02136375663
338	0.0213410562
339	0.02124625202
340	0.02117525217
341	0.02111618414
342	0.02099422929
343	0.0209406271
344	0.02093201109
345	0.02088665643
346	0.02084455718
347	0.02072035235
348	0.02068437081
349	0.02067639537
350	0.02066768957
351	0.02057027509
352	0.02054704379
353	0.0204763863
354	0.02042579711
355	0.02041764116
356	0.02035355455
357	0.02029453616
358	0.02013511786
359	0.02003661965
360	0.01999273644
361	0.01997357215
362	0.01992077473
363	0.01987455951
364	0.01981548193
365	0.01978360978
366	0.01971207612
367	0.01970371403
368	0.01962791325
369	0.01949266475
370	0.01948459731
371	0.01938572323
372	0.01932444836
373	0.01927102229
374	0.01925244151
375	0.01918693023
376	0.01911459248
377	0.01904025357
378	0.01900724797
379	0.01899221987
380	0.0189817811
381	0.01895393703
382	0.01888645174
383	0.0188373637
384	0.01879481191
385	0.01877911207
386	0.01877199992
387	0.01876176702
388	0.01870888592
389	0.01869998822
390	0.01867140358
391	0.01859900553
392	0.01852334295
393	0.01851553462
394	0.01850659526
395	0.01844509426
396	0.01839364948
397	0.01838639476
398	0.01837299499
399	0.01836153784
400	0.01831574142
401	0.01815798045
402	0.01811150923
403	0.01810394289
404	0.01803269913
405	0.01799057989
406	0.01798586731
407	0.01793064922
408	0.01788813029
409	0.01784784338
410	0.01777863165
411	0.01776587078
412	0.01771149712
413	0.01768954187
414	0.01763229081
415	0.01760558171
416	0.01756066567
417	0.01754780831
418	0.01750527251
419	0.01748198434
420	0.01747757011
421	0.01747267781
422	0.01741917323
423	0.01738769404
424	0.01731383069
425	0.01727482356
426	0.01726377733
427	0.01722881454
428	0.01716152557
429	0.01704776639
430	0.01700869999
431	0.01694553409
432	0.01693990032
433	0.01688107701
434	0.01682138524
435	0.01681026203
436	0.01678301981
437	0.01674337531
438	0.01672205354
439	0.01669973905
440	0.01669430876
441	0.01660750688
442	0.01659382959
443	0.01650250097
444	0.01642916835
445	0.01636077026
446	0.01629754569
447	0.0162716439
448	0.0162099692
449	0.01617550401
450	0.01616907851
451	0.0161239508
452	0.01610301784
453	0.01609277561
454	0.01607523341
455	0.01602287045
456	0.01598115025
457	0.01597092466
458	0.01594439705
459	0.01593240511
460	0.01585805081
461	0.01585469192
462	0.01577853192
463	0.01570581455
464	0.01568134514
465	0.0156712064
466	0.01560641486
467	0.01554820377
468	0.0155284831
469	0.01549692416
470	0.01547791358
471	0.01543581037
472	0.01543273097
473	0.01539263936
474	0.01538166765
475	0.01533386014
476	0.01525063142
477	0.01522932588
478	0.01521951669
479	0.01520694233
480	0.0151905948
481	0.01517724316
482	0.01516554568
483	0.0151598717
484	0.01512602169
485	0.01508676788
486	0.0150296231
487	0.01500089868
488	0.01496545082
489	0.01494597761
490	0.01490912067
491	0.0148459062
492	0.01483678073
493	0.01482581654
494	0.01476349414
495	0.01472113836
496	0.01467049605
497	0.01466076022
498	0.01462119459
499	0.01458738917
500	0.0145701178
501	0.01456501293
502	0.014530851
503	0.01447755999
504	0.0144135696
505	0.01438924952
506	0.01438412473
507	0.01434952577
508	0.0143450511
509	0.01431565295
510	0.01429588914
511	0.01427491674
512	0.01421822055
513	0.01420678201
514	0.01420097395
515	0.01417012956
516	0.01411376977
517	0.01411374345
518	0.01408744587
519	0.014036684
520	0.01400124556
521	0.01399189616
522	0.01395438706
523	0.01392165154
524	0.01389050731
525	0.01388079546
526	0.01385885023
527	0.01379922767
528	0.01377224758
529	0.01375812721
530	0.01375812191
531	0.01374801669
532	0.01374569579
533	0.0137401855
534	0.0136933406
535	0.01367913933
536	0.01361557085
537	0.01361329947
538	0.01357762437
539	0.01357043334
540	0.01356147175
541	0.01355918481
542	0.01355705365
543	0.01353618962
544	0.01353235018
545	0.01351285264
546	0.01350755963
547	0.01347274
548	0.01342030093
549	0.01340005741
550	0.01337134113
551	0.01333579111
552	0.01331177604
553	0.01329159319
554	0.01327815023
555	0.01325879783
556	0.01325183964
557	0.01323761629
558	0.01323104273
559	0.01322220409
560	0.01321797255
561	0.01321525702
562	0.01320486483
563	0.01315115627
564	0.01314245927
565	0.01309381596
566	0.01304009953
567	0.01299030172
568	0.01297064237
569	0.01294241174
570	0.01291642145
571	0.01290824529
572	0.01289960233
573	0.01289068382
574	0.0128282106
575	0.01281831034
576	0.01278365022
577	0.01276917201
578	0.01274859751
579	0.01271375842
580	0.01270903003
581	0.0126648616
582	0.01264515321
583	0.01261545116
584	0.0125720115
585	0.01252878063
586	0.01252574152
587	0.01249617828
588	0.01247147954
589	0.01245059332
590	0.01244185983
591	0.01242218427
592	0.01238092864
593	0.01235651823
594	0.01231445232
595	0.01228673053
596	0.01225965431
597	0.01225748436
598	0.01224925085
599	0.01222995692
600	0.01222143345
601	0.01221334957
602	0.01215663762
603	0.01212614133
604	0.0121054424
605	0.01207143747
606	0.01207142487
607	0.01207141698
608	0.01206340093
609	0.01204886333
610	0.01201832179
611	0.01199390901
612	0.01199099393
613	0.01195200749
614	0.01193338628
615	0.01192229422
616	0.01188525337
617	0.01186719614
618	0.01182335772
619	0.01178960429
620	0.01176312329
621	0.01169912117
622	0.01166181004
623	0.01162317727
624	0.01160120194
625	0.01159882408
626	0.01154775143
627	0.01150149886
628	0.01144205675
629	0.01142184013
630	0.01141145247
631	0.01137560624
632	0.01136785671
633	0.01136784901
634	0.01136402287
635	0.01135568385
636	0.01133211722
637	0.01128905737
638	0.01125750783
639	0.01124988051
640	0.01123513185
641	0.01118085306
642	0.01117034778
643	0.01116054592
644	0.01116054592
645	0.01116052899
646	0.01115893018
647	0.01113583095
648	0.01110486036
649	0.01108978149
650	0.01108002507
651	0.01108001467
652	0.01105052601
653	0.01103335816
654	0.0109949649
655	0.01096868754
656	0.01094996816
657	0.01092624228
658	0.01089630356
659	0.01087208497
660	0.01083941643
661	0.01080211441
662	0.01079466528
663	0.0107802854
664	0.01074848277
665	0.01072255096
666	0.01070140212
667	0.01067535369
668	0.01066584074
669	0.0106419176
670	0.01062140233
671	0.01061848815
672	0.01061849181
673	0.01061707874
674	0.01059516725
675	0.01057700355
676	0.01056704249
677	0.01054459589
678	0.01053429212
679	0.0105282889
680	0.01050704756
681	0.0104800126
682	0.01047407603
683	0.01045220592
684	0.01044214916
685	0.01041493566
686	0.01040791953
687	0.01039149838
688	0.01037360947
689	0.01032787786
690	0.01030607288
691	0.01029137599
692	0.0102585234
693	0.01024387543
694	0.01021072436
695	0.01019793744
696	0.01018880231
697	0.01014780347
698	0.01012835421
699	0.01012395622
700	0.01010523963
701	0.01008464393
702	0.0100449197
703	0.01001535899
704	0.01000630758
705	0.009993570886
706	0.00998286289
707	0.009969612271
708	0.009961194036
709	0.009958403244
710	0.00994353475
711	0.00992238935
712	0.009915443329
713	0.00990002514
714	0.009887651704
715	0.009850761489
716	0.009800401894
717	0.009783615623
718	0.009759747084
719	0.009725469556
720	0.00971863528
721	0.009705583421
722	0.009688722014
723	0.009677185167
724	0.00967219004
725	0.009665798398
726	0.00966580575
727	0.009633280092
728	0.009612048889
729	0.009596208861
730	0.009589444852
731	0.009586798419
732	0.009573655281
733	0.00956706785
734	0.009538461497
735	0.009528315303
736	0.009504581372
737	0.009480547688
738	0.009460306722
739	0.009435617737
740	0.009427075976
741	0.009418200721
742	0.009376090855
743	0.009370619442
744	0.009340820509
745	0.009331065166
746	0.009322369373
747	0.009295041066
748	0.009274324975
749	0.009266776948
750	0.009248505708
751	0.009222623257
752	0.009207592581
753	0.009193976113
754	0.009163590644
755	0.009151984999
756	0.009127807417
757	0.009115739808
758	0.00909897517
759	0.00907269459
760	0.009056886145
761	0.009041969277
762	0.009009253843
763	0.009003101745
764	0.008979026877
765	0.008964700662
766	0.008946752738
767	0.008938363081
768	0.008919542845
769	0.008901530823
770	0.008893874363
771	0.008891046229
772	0.008885722994
773	0.008879597746
774	0.008869632553
775	0.008839708799
776	0.008830116496
777	0.00882155959
778	0.008797978274
779	0.008768981676
780	0.008742164466
781	0.008719901259
782	0.008713556234
783	0.008704490489
784	0.008700238548
785	0.008689189015
786	0.008675408651
787	0.00864724368
788	0.008627450918
789	0.008611025363
790	0.008602696961
791	0.008584322754
792	0.008570127052
793	0.008541992481
794	0.008524727091
795	0.008512739726
796	0.008494656112
797	0.008488668576
798	0.008471956401
799	0.008451682573
800	0.008429622903
801	0.008424440143
802	0.00840773256
803	0.008399171334
804	0.008386429656
805	0.008374165791
806	0.00836137317
807	0.008361359996
808	0.008335813765
809	0.008326361178
810	0.008312221268
811	0.008307462873
812	0.008303599145
813	0.008303593767
814	0.008287655285
815	0.008272274999
816	0.008272264179
817	0.008258746195
818	0.008253010733
819	0.008253007772
820	0.008244285958
821	0.008216212646
822	0.008216197626
823	0.008214418497
824	0.008201819543
825	0.00819008496
826	0.008172123692
827	0.008157418329
828	0.008110821643
829	0.00810186865
830	0.008055041989
831	0.008047629058
832	0.008027833483
833	0.008015197251
834	0.007998839274
835	0.007998823013
836	0.007998812725
837	0.00799329814
838	0.007988718569
839	0.007984943043
840	0.007984934501
841	0.007968581499
842	0.007942731317
843	0.007942697323
844	0.007942696639
845	0.007942688452
846	0.007942692894
847	0.007938582078
848	0.00793353725
849	0.007923851723
850	0.00789907769
851	0.007898315346
852	0.007882219104
853	0.007882206487
854	0.007859036463
855	0.007859036463
856	0.007852455314
857	0.007852453415
858	0.007847064363
859	0.007847059365
860	0.007829455568
861	0.007815319524
862	0.007802397985
863	0.007794953009
864	0.007791644689
865	0.00779163444
866	0.007791622519
867	0.007786366333
868	0.007786366333
869	0.007776741261
870	0.007756092522
871	0.007747658331
872	0.007747561373
873	0.007740983692
874	0.007740829724
875	0.00772267107
876	0.007722661085
877	0.00772265558
878	0.007722651533
879	0.007722656303
880	0.007722630006
881	0.007722613833
882	0.007722604176
883	0.007722574904
884	0.007722563653
885	0.007722546594
886	0.007722543379
887	0.007722524977
888	0.00772250613
889	0.007722493848
890	0.007722489368
891	0.007722491469
892	0.007722485761
893	0.007722485203
894	0.007722478711
895	0.00772248595
896	0.007722448158
897	0.00772243801
898	0.007722442173
899	0.007722439136
900	0.007722432682
901	0.007722431011
902	0.007722407724
903	0.007722389133
904	0.007711204019
905	0.00769525952
906	0.007695257722
907	0.007681091571
908	0.007670132265
909	0.007670128291
910	0.007670135276
911	0.007670126785
912	0.007670107356
913	0.007670093916
914	0.007670104432
915	0.007657881262
916	0.007657880831
917	0.007657870757
918	0.007657863088
919	0.007657850421
920	0.007657846422
921	0.007657835146
922	0.007657840928
923	0.007657831602
924	0.007657818871
925	0.007657804302
926	0.007657795772
927	0.007657805149
928	0.007657688428
929	0.007657667105
930	0.007657655542
931	0.00765763414
932	0.007645538667
933	0.007645541624
934	0.007645521566
935	0.007645522767
936	0.007645491914
937	0.007645467742
938	0.007645448936
939	0.007645437458
940	0.00764542603
941	0.00764541108
942	0.007645389427
943	0.007645377696
944	0.007645371052
945	0.007645354006
946	0.00764534883
947	0.007645343957
948	0.0076453342
949	0.00764532381
950	0.007645310268
951	0.007645293737
952	0.007645292977
953	0.007645285612
954	0.007645288928
955	0.007645288928
956	0.007645287068
957	0.007645282676
958	0.007645284257
959	0.007645285675
960	0.007645281119
961	0.007645272121
962	0.007645268325
963	0.007645273336
964	0.007645263301
965	0.007645250633
966	0.007645247393
967	0.007633035356
968	0.007624339076
969	0.007624338406
970	0.007624321637
971	0.007624321258
972	0.007624295346
973	0.007624292003
974	0.00762429027
975	0.00762429337
976	0.007624281664
977	0.00762426673
978	0.007624162387
979	0.007624156717
980	0.007624141936
981	0.007624141936
982	0.007624137545
983	0.007624137545
984	0.007624137545
985	0.007624137545
986	0.007624137545
987	0.007624137545
988	0.007624137545
989	0.007624137545
990	0.007624137545
991	0.007624097986
992	0.007624088255
993	0.007624080434
994	0.007624070626
995	0.007624075309
996	0.007624063425
997	0.007624056744
998	0.007624055997
999	0.007624028788
